dataset,seed_no,measurement_type,measurement_num,EXTREME_pixel_observe,measurement_loss,MSE_loss,noise,round
mnist,2026,gaussian_block_adaptive,50,NA,551.6625586439833,0.09327120878700902,30_0,2
mnist,2030,gaussian_block_adaptive,10,NA,53.70414199359236,0.11665683121879293,0_0,0
mnist,2030,gaussian_block_adaptive,10,NA,18.064361297396662,0.14300776760540262,0_0,1
mnist,2030,gaussian_block_adaptive,10,NA,39.19110419245784,0.10242570088794911,0_0,2
mnist,2030,gaussian_block_adaptive,20,NA,72.03672807874105,0.12473155132004599,0_0,0
mnist,2030,gaussian_block_adaptive,20,NA,76.02470490140374,0.09233472284544221,0_0,1
mnist,2030,gaussian_block_adaptive,20,NA,72.71158111604117,0.13363360076407527,0_0,2
mnist,2030,gaussian_block_adaptive,30,NA,57.94718985175306,0.10511954309671812,0_0,0
mnist,2030,gaussian_block_adaptive,30,NA,68.72719217857002,0.16295892644389628,0_0,1
mnist,2030,gaussian_block_adaptive,30,NA,59.46097976221108,0.07763569678542831,0_0,2
mnist,2030,gaussian_block_adaptive,40,NA,95.1488399901184,0.09408624760201131,0_0,0
mnist,2030,gaussian_block_adaptive,40,NA,58.42149946663979,0.0701894015147118,0_0,1
mnist,2030,gaussian_block_adaptive,40,NA,37.81568904916765,0.038457324885972734,0_0,2
mnist,2030,gaussian_block_adaptive,50,NA,79.77074991542908,0.049501704298748284,0_0,0
mnist,2030,gaussian_block_adaptive,50,NA,128.27102397559673,0.09003309248092914,0_0,1
mnist,2030,gaussian_block_adaptive,50,NA,109.47472133012381,0.06608927113553277,0_0,2
mnist,2030,gaussian_block_adaptive,10,NA,85.79840497082051,0.12511223642950656,0_1,0
mnist,2030,gaussian_block_adaptive,10,NA,40.575588199075625,0.1786373374043361,0_1,1
mnist,2030,gaussian_block_adaptive,10,NA,35.620537559540736,0.1181767831464158,0_1,2
mnist,2030,gaussian_block_adaptive,20,NA,47.62149857956031,0.13131202816608495,0_1,0
mnist,2030,gaussian_block_adaptive,20,NA,57.85933305366429,0.13909875714845066,0_1,1
mnist,2030,gaussian_block_adaptive,20,NA,75.47910454632547,0.03999325815599318,0_1,2
mnist,2030,gaussian_block_adaptive,30,NA,62.167958728616526,0.12490798884978561,0_1,0
mnist,2030,gaussian_block_adaptive,30,NA,81.62583048070469,0.1506715192799038,0_1,1
mnist,2030,gaussian_block_adaptive,30,NA,52.97967399962565,0.04601469874263977,0_1,2
mnist,2030,gaussian_block_adaptive,40,NA,80.12084278721252,0.11021286145401074,0_1,0
mnist,2030,gaussian_block_adaptive,40,NA,75.69455188665869,0.13134115634399615,0_1,1
mnist,2030,gaussian_block_adaptive,40,NA,69.74728466808968,0.06023657672417752,0_1,2
mnist,2030,gaussian_block_adaptive,50,NA,78.32605501456983,0.11507040202554819,0_1,0
mnist,2030,gaussian_block_adaptive,50,NA,56.57595837264048,0.05288958094134996,0_1,1
mnist,2030,gaussian_block_adaptive,50,NA,86.55017981164912,0.06380799624088025,0_1,2
mnist,2030,gaussian_block_adaptive,10,NA,24.57044799191548,0.1657634660372311,0_5,0
mnist,2030,gaussian_block_adaptive,10,NA,53.24322831413095,0.14667310032329253,0_5,1
mnist,2030,gaussian_block_adaptive,10,NA,44.06586439382729,0.10979272220302262,0_5,2
mnist,2030,gaussian_block_adaptive,20,NA,57.16959754111817,0.13871551498287057,0_5,0
mnist,2030,gaussian_block_adaptive,20,NA,86.85824553183186,0.12610751731226297,0_5,1
mnist,2030,gaussian_block_adaptive,20,NA,56.81598162334969,0.09335849031087352,0_5,2
mnist,2030,gaussian_block_adaptive,30,NA,53.878330468662135,0.10616271423765884,0_5,0
mnist,2030,gaussian_block_adaptive,30,NA,68.95724571080122,0.11292068093090578,0_5,1
mnist,2030,gaussian_block_adaptive,30,NA,69.05102132499027,0.04538741968702568,0_5,2
mnist,2030,gaussian_block_adaptive,40,NA,63.12222612951355,0.10869558352632687,0_5,0
mnist,2030,gaussian_block_adaptive,40,NA,77.92662575281763,0.07324189823142781,0_5,1
mnist,2030,gaussian_block_adaptive,40,NA,119.78208357531723,0.14059589637320072,0_5,2
mnist,2030,gaussian_block_adaptive,50,NA,83.23522200838909,0.06790603930552214,0_5,0
mnist,2030,gaussian_block_adaptive,50,NA,88.44716606436879,0.06737343081336651,0_5,1
mnist,2030,gaussian_block_adaptive,50,NA,82.942458145105,0.10129608013357963,0_5,2
mnist,2030,gaussian_block_adaptive,10,NA,53.28844422648733,0.08797623034556952,1_5,0
mnist,2030,gaussian_block_adaptive,10,NA,27.925222003498106,0.21704003563832117,1_5,1
mnist,2030,gaussian_block_adaptive,10,NA,79.2158869231293,0.0902687002316237,1_5,2
mnist,2030,gaussian_block_adaptive,20,NA,55.3988593244092,0.127757020567296,1_5,0
mnist,2030,gaussian_block_adaptive,20,NA,55.96887885638694,0.08814264403880341,1_5,1
mnist,2030,gaussian_block_adaptive,20,NA,25.53564996882542,0.07748717989502146,1_5,2
mnist,2030,gaussian_block_adaptive,30,NA,46.41171143968123,0.10679032289201434,1_5,0
mnist,2030,gaussian_block_adaptive,30,NA,76.12577686930835,0.11096112878650696,1_5,1
mnist,2030,gaussian_block_adaptive,30,NA,41.21898753833198,0.09193900006658684,1_5,2
mnist,2030,gaussian_block_adaptive,40,NA,90.46770129904098,0.12488418049855547,1_5,0
mnist,2030,gaussian_block_adaptive,40,NA,102.84544284802152,0.13732658961978994,1_5,1
mnist,2030,gaussian_block_adaptive,40,NA,71.4901385293189,0.10251091109219079,1_5,2
mnist,2030,gaussian_block_adaptive,50,NA,73.72072366801041,0.09660247267117279,1_5,0
mnist,2030,gaussian_block_adaptive,50,NA,68.90262536577056,0.0681521269374223,1_5,1
mnist,2030,gaussian_block_adaptive,50,NA,143.1151438384603,0.1274083566654632,1_5,2
mnist,2030,gaussian_block_adaptive,10,NA,55.81310385565399,0.129616524951023,5_0,0
mnist,2030,gaussian_block_adaptive,10,NA,74.31927973434475,0.09965847757997551,5_0,1
mnist,2030,gaussian_block_adaptive,10,NA,39.43512050817729,0.09927546642841596,5_0,2
mnist,2030,gaussian_block_adaptive,20,NA,78.17650686463342,0.11799240769721166,5_0,0
mnist,2030,gaussian_block_adaptive,20,NA,70.92284788213257,0.12061660175905199,5_0,1
mnist,2030,gaussian_block_adaptive,20,NA,61.070629921129786,0.10040036159118448,5_0,2
mnist,2030,gaussian_block_adaptive,30,NA,73.89572585680091,0.09701448975755095,5_0,0
mnist,2030,gaussian_block_adaptive,30,NA,68.27107484593786,0.06398149608465095,5_0,1
mnist,2030,gaussian_block_adaptive,30,NA,79.81664044381866,0.11473100305440731,5_0,2
mnist,2030,gaussian_block_adaptive,40,NA,91.02179469376087,0.07144936005561035,5_0,0
mnist,2030,gaussian_block_adaptive,40,NA,105.30054098473806,0.06540751682863838,5_0,1
mnist,2030,gaussian_block_adaptive,40,NA,82.68943021047305,0.04856106117103595,5_0,2
mnist,2030,gaussian_block_adaptive,50,NA,88.70376558982527,0.11780457721064776,5_0,0
mnist,2030,gaussian_block_adaptive,50,NA,89.84345372346152,0.06507802319327752,5_0,1
mnist,2030,gaussian_block_adaptive,50,NA,100.13383941712969,0.06386863783088026,5_0,2
mnist,2030,gaussian_block_adaptive,10,NA,85.7204173267085,0.15866459552649415,10_0,0
mnist,2030,gaussian_block_adaptive,10,NA,44.17795245517803,0.1427607597320641,10_0,1
mnist,2030,gaussian_block_adaptive,10,NA,50.94511917662,0.15044698560499492,10_0,2
mnist,2030,gaussian_block_adaptive,20,NA,109.6295416966469,0.1332935834042486,10_0,0
mnist,2030,gaussian_block_adaptive,20,NA,51.40245130608266,0.09615079100111038,10_0,1
mnist,2030,gaussian_block_adaptive,20,NA,166.4226907924926,0.0802972713952813,10_0,2
mnist,2030,gaussian_block_adaptive,30,NA,115.20143257312974,0.13286633984120982,10_0,0
mnist,2030,gaussian_block_adaptive,30,NA,110.87634791075125,0.08826098447983205,10_0,1
mnist,2030,gaussian_block_adaptive,30,NA,111.3833067230568,0.10083987605208425,10_0,2
mnist,2030,gaussian_block_adaptive,40,NA,121.11395153883367,0.11860361882216636,10_0,0
mnist,2030,gaussian_block_adaptive,40,NA,109.35976949236428,0.0811888779340758,10_0,1
mnist,2030,gaussian_block_adaptive,40,NA,158.0283831568729,0.08071657576016468,10_0,2
mnist,2030,gaussian_block_adaptive,50,NA,131.68758279478342,0.09336501574117116,10_0,0
mnist,2030,gaussian_block_adaptive,50,NA,129.32866090163267,0.05157349034233563,10_0,1
mnist,2030,gaussian_block_adaptive,50,NA,114.99103328000676,0.0995579044300997,10_0,2
mnist,2030,gaussian_block_adaptive,10,NA,257.75525265129596,0.18549273563595428,20_0,0
mnist,2030,gaussian_block_adaptive,10,NA,235.1215251312432,0.08766641934844505,20_0,1
mnist,2030,gaussian_block_adaptive,10,NA,242.87694112202544,0.20396549933591593,20_0,2
mnist,2030,gaussian_block_adaptive,20,NA,247.839833243171,0.11901897419466757,20_0,0
mnist,2030,gaussian_block_adaptive,20,NA,201.63514953784468,0.17236069449807248,20_0,1
mnist,2030,gaussian_block_adaptive,20,NA,243.92618820285043,0.18519700055355307,20_0,2
mnist,2030,gaussian_block_adaptive,30,NA,305.40351004939595,0.15253720226804388,20_0,0
mnist,2030,gaussian_block_adaptive,30,NA,569.8720046785859,0.08999505539897543,20_0,1
mnist,2030,gaussian_block_adaptive,30,NA,187.47729958693077,0.16515272583845303,20_0,2
mnist,2030,gaussian_block_adaptive,40,NA,300.735117751276,0.16784424263210954,20_0,0
mnist,2030,gaussian_block_adaptive,40,NA,233.1123436876244,0.13541686169279982,20_0,1
mnist,2030,gaussian_block_adaptive,40,NA,290.8757656740093,0.19302049747787914,20_0,2
mnist,2030,gaussian_block_adaptive,50,NA,379.6187046931278,0.13827063135276652,20_0,0
mnist,2030,gaussian_block_adaptive,50,NA,359.36704251625275,0.1147607943128893,20_0,1
mnist,2030,gaussian_block_adaptive,50,NA,232.803153716614,0.16226729909827875,20_0,2
mnist,2030,gaussian_block_adaptive,10,NA,563.8952436059888,0.12266409675235625,25_0,0
mnist,2030,gaussian_block_adaptive,10,NA,229.52996440400534,0.13717273399918745,25_0,1
mnist,2030,gaussian_block_adaptive,10,NA,112.67613291464488,0.12901552768120986,25_0,2
mnist,2030,gaussian_block_adaptive,20,NA,666.4778404838099,0.16395013126281266,25_0,0
mnist,2030,gaussian_block_adaptive,20,NA,724.6017122581026,0.12236656363127393,25_0,1
mnist,2030,gaussian_block_adaptive,20,NA,403.57992098459545,0.15828029177863778,25_0,2
mnist,2030,gaussian_block_adaptive,30,NA,233.07817286467898,0.08007601852631976,25_0,0
mnist,2030,gaussian_block_adaptive,30,NA,493.42625571526554,0.1819270477896501,25_0,1
mnist,2030,gaussian_block_adaptive,30,NA,385.1929846478716,0.1432864113997986,25_0,2
mnist,2030,gaussian_block_adaptive,40,NA,342.7620379866804,0.13495474015110512,25_0,0
mnist,2030,gaussian_block_adaptive,40,NA,521.5503605754172,0.19819494566546297,25_0,1
mnist,2030,gaussian_block_adaptive,40,NA,321.9248290170776,0.14640170246787632,25_0,2
mnist,2030,gaussian_block_adaptive,50,NA,454.49329896059515,0.15815150205997744,25_0,0
mnist,2030,gaussian_block_adaptive,50,NA,773.0422234581641,0.12008845908746021,25_0,1
mnist,2030,gaussian_block_adaptive,50,NA,514.4509831038885,0.1640200718386894,25_0,2
mnist,2030,gaussian_block_adaptive,10,NA,969.3724547483465,0.20115178519512766,30_0,0
mnist,2030,gaussian_block_adaptive,10,NA,351.52082337354034,0.1604516651833637,30_0,1
mnist,2030,gaussian_block_adaptive,10,NA,304.1081725011175,0.19074014497474323,30_0,2
mnist,2030,gaussian_block_adaptive,20,NA,832.7692843323706,0.09350573741976873,30_0,0
mnist,2030,gaussian_block_adaptive,20,NA,398.3026248067154,0.16188761313917252,30_0,1
mnist,2030,gaussian_block_adaptive,20,NA,431.9605388301845,0.15050534144441058,30_0,2
mnist,2030,gaussian_block_adaptive,30,NA,495.3165487171208,0.19006944506351633,30_0,0
mnist,2030,gaussian_block_adaptive,30,NA,422.61062534393767,0.1700321403143027,30_0,1
mnist,2030,gaussian_block_adaptive,30,NA,458.01877262945425,0.16526538520828427,30_0,2
mnist,2030,gaussian_block_adaptive,40,NA,648.9314977060628,0.2102575990330895,30_0,0
mnist,2030,gaussian_block_adaptive,40,NA,835.0378198305376,0.13655300705356094,30_0,1
mnist,2030,gaussian_block_adaptive,40,NA,786.6142614412105,0.16094980096009937,30_0,2
mnist,2030,gaussian_block_adaptive,50,NA,654.9209743273899,0.13842973165374295,30_0,0
mnist,2030,gaussian_block_adaptive,50,NA,694.0401522454887,0.11957821568840737,30_0,1
mnist,2030,gaussian_block_adaptive,50,NA,707.5204470705332,0.17282508618326087,30_0,2
mnist,2049,gaussian_block_adaptive,10,NA,40.829696855573744,0.10992040379821533,0_0,0
mnist,2049,gaussian_block_adaptive,10,NA,46.669156102398176,0.08813702970762548,0_0,1
mnist,2049,gaussian_block_adaptive,10,NA,40.931568779567364,0.1071423422546654,0_0,2
mnist,2049,gaussian_block_adaptive,20,NA,59.07623673504436,0.10781191457504538,0_0,0
mnist,2049,gaussian_block_adaptive,20,NA,45.5992723014311,0.09409229050314635,0_0,1
mnist,2049,gaussian_block_adaptive,20,NA,83.03046147660366,0.08463214100182376,0_0,2
mnist,2049,gaussian_block_adaptive,30,NA,91.63767480464092,0.15481715072357108,0_0,0
mnist,2049,gaussian_block_adaptive,30,NA,68.42857669764017,0.11957173103903528,0_0,1
mnist,2049,gaussian_block_adaptive,30,NA,71.23268017771252,0.09316381109997032,0_0,2
mnist,2049,gaussian_block_adaptive,40,NA,61.08231937259425,0.08815594911713771,0_0,0
mnist,2049,gaussian_block_adaptive,40,NA,91.45849260638704,0.09909223944690848,0_0,1
mnist,2049,gaussian_block_adaptive,40,NA,59.23851235888194,0.09301473889194624,0_0,2
mnist,2049,gaussian_block_adaptive,50,NA,64.98934941528029,0.0428711023098554,0_0,0
mnist,2049,gaussian_block_adaptive,50,NA,102.59387497137224,0.07857009036406824,0_0,1
mnist,2049,gaussian_block_adaptive,50,NA,90.39694442411745,0.1075678258407825,0_0,2
mnist,2049,gaussian_block_adaptive,10,NA,11.329566144866586,0.10607401892490653,0_1,0
mnist,2049,gaussian_block_adaptive,10,NA,47.325886446455215,0.11949914497421053,0_1,1
mnist,2049,gaussian_block_adaptive,10,NA,76.6573964621613,0.11591119249968737,0_1,2
mnist,2049,gaussian_block_adaptive,20,NA,82.6878383908577,0.1080344039893533,0_1,0
mnist,2049,gaussian_block_adaptive,20,NA,57.14830560643128,0.07492883836497963,0_1,1
mnist,2049,gaussian_block_adaptive,20,NA,69.04731999403153,0.12034237935788697,0_1,2
mnist,2049,gaussian_block_adaptive,30,NA,98.72695607697061,0.10204611964696321,0_1,0
mnist,2049,gaussian_block_adaptive,30,NA,89.8469698296277,0.10030696238083513,0_1,1
mnist,2049,gaussian_block_adaptive,30,NA,85.32869091875185,0.1051470610974595,0_1,2
mnist,2049,gaussian_block_adaptive,40,NA,84.34206931147588,0.10473819699433817,0_1,0
mnist,2049,gaussian_block_adaptive,40,NA,125.43594530588098,0.13114815061112853,0_1,1
mnist,2049,gaussian_block_adaptive,40,NA,60.480406960365166,0.0738314808926587,0_1,2
mnist,2049,gaussian_block_adaptive,50,NA,108.24526149237472,0.14711844773770621,0_1,0
mnist,2049,gaussian_block_adaptive,50,NA,91.98576098881536,0.10585302512519916,0_1,1
mnist,2049,gaussian_block_adaptive,50,NA,110.72245039272983,0.09452311264890437,0_1,2
mnist,2049,gaussian_block_adaptive,10,NA,24.268036767106118,0.11332473052296117,0_5,0
mnist,2049,gaussian_block_adaptive,10,NA,30.388111844487735,0.1276265700331546,0_5,1
mnist,2049,gaussian_block_adaptive,10,NA,92.26761028943164,0.14423760212145337,0_5,2
mnist,2049,gaussian_block_adaptive,20,NA,83.75305772207153,0.15540320466979618,0_5,0
mnist,2049,gaussian_block_adaptive,20,NA,54.08035809835904,0.07832076518889988,0_5,1
mnist,2049,gaussian_block_adaptive,20,NA,113.29426347027682,0.11689673523882878,0_5,2
mnist,2049,gaussian_block_adaptive,30,NA,84.91940876958387,0.07756305683812248,0_5,0
mnist,2049,gaussian_block_adaptive,30,NA,90.3847367747989,0.07062562968554273,0_5,1
mnist,2049,gaussian_block_adaptive,30,NA,56.195186543092596,0.10047900950080432,0_5,2
mnist,2049,gaussian_block_adaptive,40,NA,70.2553501922221,0.11183494946708618,0_5,0
mnist,2049,gaussian_block_adaptive,40,NA,90.7584640961275,0.07688844341006876,0_5,1
mnist,2049,gaussian_block_adaptive,40,NA,94.46989897767644,0.10707731881756363,0_5,2
mnist,2049,gaussian_block_adaptive,50,NA,89.689926246331,0.08547494339916195,0_5,0
mnist,2049,gaussian_block_adaptive,50,NA,63.381909873132216,0.09276430594123743,0_5,1
mnist,2049,gaussian_block_adaptive,50,NA,128.59770029589882,0.07371256350968118,0_5,2
mnist,2049,gaussian_block_adaptive,10,NA,41.59455060783207,0.14766731032058594,1_5,0
mnist,2049,gaussian_block_adaptive,10,NA,56.40390561628525,0.19186450003879582,1_5,1
mnist,2049,gaussian_block_adaptive,10,NA,45.72368993826203,0.11052705604651727,1_5,2
mnist,2049,gaussian_block_adaptive,20,NA,102.81638103498196,0.08284993184842726,1_5,0
mnist,2049,gaussian_block_adaptive,20,NA,50.25826329971119,0.09946411137316671,1_5,1
mnist,2049,gaussian_block_adaptive,20,NA,96.7986429620713,0.11484856397188144,1_5,2
mnist,2049,gaussian_block_adaptive,30,NA,92.86759941322954,0.10969476684689279,1_5,0
mnist,2049,gaussian_block_adaptive,30,NA,63.90635265930764,0.10352185873861053,1_5,1
mnist,2049,gaussian_block_adaptive,30,NA,117.53727894842133,0.09517707493021382,1_5,2
mnist,2049,gaussian_block_adaptive,40,NA,82.90564752543375,0.11848874751257181,1_5,0
mnist,2049,gaussian_block_adaptive,40,NA,93.74244712625797,0.058079405017582984,1_5,1
mnist,2049,gaussian_block_adaptive,40,NA,97.41168500698384,0.12426922853641074,1_5,2
mnist,2049,gaussian_block_adaptive,50,NA,101.46295323206265,0.1040796013684849,1_5,0
mnist,2049,gaussian_block_adaptive,50,NA,62.08182634029683,0.11306377986919289,1_5,1
mnist,2049,gaussian_block_adaptive,50,NA,91.1579126515847,0.11053413154425236,1_5,2
mnist,2049,gaussian_block_adaptive,10,NA,28.97167649010506,0.10752654729333452,5_0,0
mnist,2049,gaussian_block_adaptive,10,NA,41.13480090692398,0.12558608615440572,5_0,1
mnist,2049,gaussian_block_adaptive,10,NA,18.073201696488574,0.1233133788006639,5_0,2
mnist,2049,gaussian_block_adaptive,20,NA,55.14388509526683,0.11536156244925865,5_0,0
mnist,2049,gaussian_block_adaptive,20,NA,64.64455026821793,0.09876229217550023,5_0,1
mnist,2049,gaussian_block_adaptive,20,NA,72.7969541710165,0.17581299285072102,5_0,2
mnist,2049,gaussian_block_adaptive,30,NA,141.1466158352687,0.09028510346066258,5_0,0
mnist,2049,gaussian_block_adaptive,30,NA,99.79562097140858,0.07737775684035099,5_0,1
mnist,2049,gaussian_block_adaptive,30,NA,82.62979408307345,0.11612879171799494,5_0,2
mnist,2049,gaussian_block_adaptive,40,NA,77.24480561870382,0.09475138667004615,5_0,0
mnist,2049,gaussian_block_adaptive,40,NA,109.39574595121174,0.10302097307388239,5_0,1
mnist,2049,gaussian_block_adaptive,40,NA,87.81673144963621,0.14194225614421008,5_0,2
mnist,2049,gaussian_block_adaptive,50,NA,108.60785384608558,0.07589383472704214,5_0,0
mnist,2049,gaussian_block_adaptive,50,NA,116.49142801301464,0.12878901946461174,5_0,1
mnist,2049,gaussian_block_adaptive,50,NA,111.07036683820972,0.10132734380831501,5_0,2
mnist,2049,gaussian_block_adaptive,10,NA,30.515906316058476,0.131004155543073,10_0,0
mnist,2049,gaussian_block_adaptive,10,NA,90.01493222035378,0.11964096431820868,10_0,1
mnist,2049,gaussian_block_adaptive,10,NA,56.65962799027616,0.15302502157483763,10_0,2
mnist,2049,gaussian_block_adaptive,20,NA,161.01819823984854,0.08536599979335105,10_0,0
mnist,2049,gaussian_block_adaptive,20,NA,175.91150207834235,0.13426022505034524,10_0,1
mnist,2049,gaussian_block_adaptive,20,NA,134.04921012753334,0.1297006240277484,10_0,2
mnist,2049,gaussian_block_adaptive,30,NA,115.6704194291972,0.13453007033299771,10_0,0
mnist,2049,gaussian_block_adaptive,30,NA,169.76251962808868,0.16585146255757785,10_0,1
mnist,2049,gaussian_block_adaptive,30,NA,77.72206171699149,0.08271044895566843,10_0,2
mnist,2049,gaussian_block_adaptive,40,NA,99.52876464775497,0.07413667177106859,10_0,0
mnist,2049,gaussian_block_adaptive,40,NA,196.26600078532482,0.09752266470142383,10_0,1
mnist,2049,gaussian_block_adaptive,40,NA,175.66477826942344,0.1420853573019955,10_0,2
mnist,2049,gaussian_block_adaptive,50,NA,176.86323684039792,0.158449858671736,10_0,0
mnist,2049,gaussian_block_adaptive,50,NA,160.2283584912059,0.1081959820609087,10_0,1
mnist,2049,gaussian_block_adaptive,50,NA,208.63137209905418,0.07141754955312442,10_0,2
mnist,2049,gaussian_block_adaptive,10,NA,177.53878108804435,0.1461153755785408,20_0,0
mnist,2049,gaussian_block_adaptive,10,NA,181.48790596841482,0.18733039381991456,20_0,1
mnist,2049,gaussian_block_adaptive,10,NA,68.8383111252714,0.1506592001422203,20_0,2
mnist,2049,gaussian_block_adaptive,20,NA,271.62453437366423,0.13117148015878863,20_0,0
mnist,2049,gaussian_block_adaptive,20,NA,358.61168267596565,0.17618582361982718,20_0,1
mnist,2049,gaussian_block_adaptive,20,NA,382.86131306926427,0.12620543472335727,20_0,2
mnist,2049,gaussian_block_adaptive,30,NA,362.7410612211679,0.12838215689452814,20_0,0
mnist,2049,gaussian_block_adaptive,30,NA,328.3305622866548,0.14984366294227341,20_0,1
mnist,2049,gaussian_block_adaptive,30,NA,370.31749560262125,0.1363198026720199,20_0,2
mnist,2049,gaussian_block_adaptive,40,NA,390.6332918845007,0.1101571520489589,20_0,0
mnist,2049,gaussian_block_adaptive,40,NA,302.21215855848493,0.15252649021593603,20_0,1
mnist,2049,gaussian_block_adaptive,40,NA,382.42015141002514,0.17932141558226308,20_0,2
mnist,2049,gaussian_block_adaptive,50,NA,372.4013140250238,0.13639492069551182,20_0,0
mnist,2049,gaussian_block_adaptive,50,NA,273.5235631655186,0.1410022396458058,20_0,1
mnist,2049,gaussian_block_adaptive,50,NA,348.4681082182802,0.14799196804975925,20_0,2
mnist,2049,gaussian_block_adaptive,10,NA,303.21405652401904,0.12519301752181325,25_0,0
mnist,2049,gaussian_block_adaptive,10,NA,552.8394792256194,0.13872862442417924,25_0,1
mnist,2049,gaussian_block_adaptive,10,NA,124.58044391400499,0.2096870763124983,25_0,2
mnist,2049,gaussian_block_adaptive,20,NA,551.6339489270296,0.2324996056239398,25_0,0
mnist,2049,gaussian_block_adaptive,20,NA,356.69906162277664,0.11067649257238574,25_0,1
mnist,2049,gaussian_block_adaptive,20,NA,608.6035672067497,0.1308970131290964,25_0,2
mnist,2049,gaussian_block_adaptive,30,NA,326.60264245697914,0.13675727207375077,25_0,0
mnist,2049,gaussian_block_adaptive,30,NA,467.82083777740735,0.15042923391783408,25_0,1
mnist,2049,gaussian_block_adaptive,30,NA,563.3118658017163,0.14450950834046544,25_0,2
mnist,2049,gaussian_block_adaptive,40,NA,614.2497723016007,0.1378085760054843,25_0,0
mnist,2049,gaussian_block_adaptive,40,NA,569.7993239581496,0.10868620291389496,25_0,1
mnist,2049,gaussian_block_adaptive,40,NA,542.9671483125032,0.15261984528265862,25_0,2
mnist,2049,gaussian_block_adaptive,50,NA,367.8529381436667,0.11659026891300461,25_0,0
mnist,2049,gaussian_block_adaptive,50,NA,446.7667915185815,0.15273384147620772,25_0,1
mnist,2049,gaussian_block_adaptive,50,NA,637.4037228762974,0.18541860113523723,25_0,2
mnist,2049,gaussian_block_adaptive,10,NA,454.63397178840796,0.14773577251381023,30_0,0
mnist,2049,gaussian_block_adaptive,10,NA,366.81409110010134,0.10885260730689755,30_0,1
mnist,2049,gaussian_block_adaptive,10,NA,309.29397559762754,0.16665290076562678,30_0,2
mnist,2049,gaussian_block_adaptive,20,NA,246.64722188186033,0.1284630907522954,30_0,0
mnist,2049,gaussian_block_adaptive,20,NA,484.9417901953374,0.13065029463031688,30_0,1
mnist,2049,gaussian_block_adaptive,20,NA,311.679110755162,0.17518347442410362,30_0,2
mnist,2049,gaussian_block_adaptive,30,NA,948.5788539401809,0.14336713708061952,30_0,0
mnist,2049,gaussian_block_adaptive,30,NA,718.4606878665295,0.11282098175281734,30_0,1
mnist,2049,gaussian_block_adaptive,30,NA,519.9169888569903,0.16852248087544114,30_0,2
mnist,2049,gaussian_block_adaptive,40,NA,652.3680040463665,0.1537945826649205,30_0,0
mnist,2049,gaussian_block_adaptive,40,NA,485.19828164688863,0.15620466855576792,30_0,1
mnist,2049,gaussian_block_adaptive,40,NA,720.5570333522892,0.10849333820975689,30_0,2
mnist,2049,gaussian_block_adaptive,50,NA,565.2750669892994,0.14913414737684608,30_0,0
mnist,2049,gaussian_block_adaptive,50,NA,1396.4928122579927,0.17839215039592088,30_0,1
mnist,2049,gaussian_block_adaptive,50,NA,749.219530042583,0.10026820921745348,30_0,2
